0,0.18,"(0, 18)","(21, 19)",9,146,125,280,6,161,116,283
1,0.14,"(27, 0)","(23, 27)",8,123,101,232,9,151,112,272
2,0.06,"(21, 19)","(6, 4)",5,128,103,236,14,81,67,162
3,0.2,"(5, 12)","(29, 29)",8,73,51,132,4,271,254,529
4,0.2,"(16, 1)","(19, 8)",5,79,54,138,4,101,59,164
5,0.1,"(6, 0)","(10, 7)",9,79,58,146,12,141,75,228
6,0.06,"(22, 24)","(21, 12)",9,95,74,178,7,81,42,130
7,0.02,"(13, 22)","(27, 12)",9,109,88,206,8,101,66,175
8,0.18,"(12, 28)","(1, 8)",8,177,155,340,9,121,66,196
9,0.02,"(21, 7)","(14, 0)",9,141,120,270,14,241,115,370
10,0.04,"(17, 26)","(8, 29)",31,101,102,234,13,91,37,141
11,0.14,"(26, 20)","(16, 8)",7,141,118,266,7,71,50,128
12,0.08,"(1, 28)","(4, 4)",5,63,38,106,5,91,61,157
13,0.08,"(8, 4)","(7, 18)",5,83,58,146,6,101,56,163
14,0.12,"(18, 13)","(22, 0)",4,85,59,148,5,101,76,182
15,0.12,"(0, 4)","(9, 24)",9,116,95,220,7,91,57,155
16,0.02,"(25, 18)","(26, 14)",4,111,85,200,5,41,17,63
17,0.12,"(0, 23)","(17, 15)",5,85,60,150,15,71,56,142
18,0.02,"(16, 5)","(28, 23)",5,90,65,160,3,161,99,263
19,0.2,"(26, 4)","(4, 0)",21,182,173,376,15,111,97,223
20,0.1,"(29, 4)","(2, 6)",5,115,90,210,20,121,104,245
21,0.02,"(2, 3)","(23, 22)",4,261,235,500,3,241,120,364
22,0.08,"(14, 12)","(27, 19)",9,131,110,250,8,111,89,208
23,0.2,"(19, 0)","(5, 7)",12,75,57,144,9,51,32,92
24,0.14,"(28, 0)","(25, 4)",9,63,42,114,6,91,35,132
25,0.2,"(0, 29)","(0, 5)",17,156,143,316,5,131,83,219
26,0.04,"(21, 1)","(4, 15)",4,95,69,168,3,141,92,236
27,0.18,"(25, 25)","(9, 19)",8,73,51,132,5,101,62,168
28,0.12,"(17, 6)","(15, 7)",19,54,43,116,20,71,36,127
29,0.06,"(11, 6)","(23, 27)",22,84,76,182,6,91,46,143
30,0.18,"(12, 20)","(2, 17)",6,74,50,130,8,71,37,116
31,0.16,"(11, 23)","(5, 7)",6,106,82,194,8,81,45,134
32,0.04,"(5, 9)","(19, 4)",4,125,99,228,3,141,99,243
33,0.1,"(18, 24)","(20, 14)",6,118,94,218,3,151,107,261
34,0.18,"(16, 4)","(13, 10)",5,47,22,74,4,61,26,91
35,0.02,"(14, 19)","(24, 6)",4,125,99,228,6,181,101,288
36,0.06,"(13, 17)","(0, 9)",8,63,41,112,11,91,59,161
37,0.04,"(26, 10)","(6, 27)",4,105,79,188,6,181,89,276
38,0.06,"(19, 2)","(21, 9)",9,114,93,216,4,121,63,188
39,0.14,"(14, 27)","(16, 1)",8,174,152,334,4,61,39,104
40,0.16,"(11, 9)","(21, 28)",9,88,67,164,11,71,45,127
41,0.1,"(26, 11)","(0, 3)",5,141,116,262,5,111,78,194
42,0.04,"(9, 16)","(25, 23)",17,159,146,322,11,201,147,359
43,0.08,"(28, 27)","(7, 15)",9,108,87,204,17,131,75,223
44,0.06,"(21, 16)","(8, 4)",11,89,70,170,5,71,47,123
45,0.16,"(7, 16)","(17, 9)",6,102,78,186,6,71,56,133
46,0.2,"(28, 26)","(2, 19)",6,134,110,250,7,91,62,160
47,0.02,"(10, 0)","(9, 7)",6,82,58,146,6,191,115,312
48,0.02,"(22, 29)","(13, 2)",7,130,107,244,8,171,126,305
49,0.16,"(9, 19)","(14, 17)",5,92,67,164,6,71,34,111
50,0.1,"(1, 5)","(0, 18)",7,49,26,82,4,81,43,128
51,0.02,"(29, 15)","(23, 20)",3,86,59,148,2,141,66,209
52,0.02,"(0, 19)","(28, 3)",6,80,56,142,8,191,142,341
53,0.04,"(5, 23)","(23, 11)",3,113,86,202,3,91,46,140
54,0.04,"(27, 9)","(27, 6)",9,37,16,62,8,111,41,160
55,0.16,"(12, 5)","(27, 17)",8,130,108,246,9,141,88,238
56,0.12,"(23, 24)","(28, 22)",9,90,69,168,6,71,45,122
57,0.02,"(22, 15)","(18, 8)",8,152,130,290,4,101,60,165
