0,0.06,"(21, 29)","(10, 0)",7,97,89,193,3,107,74,184
1,0.02,"(19, 29)","(12, 28)",6,25,16,47,12,65,33,110
2,0.16,"(5, 17)","(23, 24)",11,103,99,213,11,79,59,149
3,0.1,"(14, 6)","(23, 25)",10,110,105,225,4,114,93,211
4,0.12,"(14, 15)","(0, 3)",8,84,77,169,16,149,151,316
5,0.2,"(15, 18)","(13, 15)",5,26,16,47,7,79,53,139
6,0.12,"(9, 13)","(21, 5)",7,66,58,131,10,184,161,355
7,0.1,"(26, 4)","(24, 0)",7,97,89,193,7,72,58,137
8,0.2,"(7, 23)","(14, 16)",10,93,88,191,9,65,50,124
9,0.16,"(16, 28)","(28, 21)",4,117,106,227,5,72,63,140
10,0.12,"(17, 11)","(7, 29)",5,95,85,185,21,114,103,238
11,0.14,"(18, 9)","(1, 22)",10,45,40,95,16,135,122,273
12,0.14,"(10, 11)","(19, 0)",12,150,147,309,21,100,106,227
13,0.14,"(12, 3)","(2, 14)",7,228,220,455,5,86,60,151
14,0.1,"(5, 2)","(27, 19)",6,94,85,185,4,149,124,277
15,0.02,"(21, 14)","(23, 20)",6,155,146,307,6,114,76,196
16,0.1,"(13, 18)","(0, 10)",4,44,33,81,8,30,25,63
17,0.1,"(9, 20)","(0, 7)",4,57,46,107,4,44,31,79
18,0.12,"(19, 7)","(26, 26)",13,118,116,247,4,51,46,101
19,0.18,"(1, 19)","(16, 29)",6,116,107,229,12,121,98,231
20,0.14,"(25, 17)","(19, 5)",21,93,99,213,10,107,96,213
21,0.04,"(27, 27)","(9, 19)",8,68,61,137,5,142,97,244
22,0.06,"(2, 23)","(0, 5)",8,106,99,213,12,114,105,231
23,0.16,"(13, 25)","(12, 26)",6,1,6,13,5,37,23,65
24,0.08,"(9, 17)","(16, 15)",4,66,55,125,4,79,53,136
25,0.1,"(6, 28)","(3, 15)",21,48,54,123,7,79,56,142
26,0.2,"(6, 3)","(25, 24)",7,81,73,161,3,170,148,321
27,0.06,"(14, 0)","(19, 16)",12,90,87,189,11,107,75,193
28,0.02,"(9, 19)","(3, 0)",4,121,110,235,5,142,124,271
29,0.06,"(11, 13)","(1, 14)",4,34,23,61,4,100,83,187
30,0.2,"(25, 28)","(13, 23)",2,80,67,149,12,107,101,220
31,0.08,"(8, 29)","(3, 18)",17,62,64,143,8,23,22,53
32,0.08,"(3, 20)","(27, 3)",8,102,95,205,6,156,133,295
33,0.02,"(25, 9)","(0, 7)",4,171,160,335,3,142,87,232
34,0.02,"(1, 6)","(24, 15)",3,241,229,473,2,86,78,166
35,0.14,"(23, 16)","(4, 13)",13,40,38,91,7,72,56,135
36,0.08,"(7, 28)","(7, 6)",8,59,52,119,7,86,66,159
37,0.02,"(28, 8)","(7, 18)",4,72,61,137,3,86,47,136
38,0.1,"(15, 2)","(2, 0)",5,111,101,217,21,100,73,194
39,0.06,"(21, 26)","(19, 13)",5,161,151,317,6,121,93,220
40,0.1,"(3, 14)","(7, 24)",10,97,92,199,6,58,43,107
41,0.14,"(22, 19)","(2, 7)",4,74,63,141,6,135,114,255
42,0.02,"(6, 20)","(25, 2)",6,115,106,227,6,93,85,184
43,0.06,"(4, 1)","(19, 15)",4,102,91,197,13,142,110,265
44,0.2,"(9, 17)","(4, 0)",6,119,110,235,10,156,152,318
45,0.2,"(7, 1)","(0, 22)",5,130,120,255,6,93,74,173
46,0.2,"(5, 7)","(7, 19)",6,54,45,105,3,86,73,162
47,0.04,"(17, 23)","(8, 23)",11,87,83,181,7,107,58,172
48,0.12,"(22, 3)","(13, 5)",6,49,40,95,16,51,54,121
49,0.08,"(7, 2)","(2, 3)",19,24,28,71,9,72,62,143
50,0.06,"(26, 25)","(24, 11)",7,103,95,205,5,86,71,162
51,0.04,"(4, 26)","(25, 23)",4,120,109,233,5,170,113,288
52,0.02,"(17, 16)","(5, 23)",6,159,150,315,5,128,106,239
53,0.08,"(13, 6)","(23, 14)",8,125,118,251,5,100,69,174
54,0.16,"(4, 29)","(26, 10)",6,86,77,169,7,142,120,269
55,0.06,"(24, 22)","(4, 12)",10,92,87,189,6,156,114,276
56,0.12,"(29, 18)","(5, 21)",8,85,78,171,4,107,78,189
57,0.06,"(8, 18)","(6, 19)",4,55,44,103,8,51,20,79
58,0.18,"(4, 12)","(20, 19)",4,37,26,67,10,86,59,155
59,0.2,"(6, 18)","(13, 14)",11,75,71,157,5,72,64,141
60,0.14,"(1, 7)","(19, 2)",3,143,131,277,13,79,71,163
61,0.12,"(28, 1)","(10, 0)",6,71,62,139,5,128,87,220
62,0.2,"(18, 26)","(1, 28)",6,98,89,193,3,107,79,189
63,0.16,"(0, 10)","(11, 24)",10,138,133,281,3,86,72,161
64,0.16,"(23, 21)","(17, 4)",9,95,89,193,10,107,88,205
65,0.1,"(15, 20)","(28, 19)",15,75,75,165,20,149,140,309
66,0.18,"(22, 16)","(15, 14)",16,28,29,73,11,44,45,100
67,0.14,"(6, 24)","(19, 27)",5,80,70,155,7,93,70,170
68,0.08,"(29, 25)","(18, 19)",20,83,88,191,3,72,56,131
69,0.08,"(24, 8)","(4, 22)",6,139,130,275,13,107,70,190
70,0.2,"(7, 3)","(26, 10)",10,172,167,349,4,93,72,169
71,0.08,"(15, 19)","(25, 27)",5,143,133,281,8,86,68,162
72,0.18,"(26, 28)","(23, 1)",19,102,106,227,8,100,92,200
73,0.14,"(27, 23)","(8, 7)",11,48,44,103,9,86,68,163
74,0.2,"(6, 17)","(28, 5)",13,70,68,151,5,114,105,224
75,0.08,"(11, 5)","(3, 5)",8,33,26,67,6,65,28,99
76,0.08,"(19, 18)","(19, 8)",6,118,109,233,4,163,143,310
77,0.1,"(14, 17)","(4, 13)",20,55,60,135,6,79,73,158
78,0.1,"(21, 7)","(25, 3)",7,82,74,163,6,100,70,176
79,0.14,"(7, 21)","(27, 14)",8,98,91,197,5,93,80,178
80,0.16,"(12, 17)","(4, 10)",3,40,28,71,7,37,27,71
81,0.18,"(8, 23)","(28, 9)",6,93,84,183,6,93,76,175
82,0.18,"(0, 5)","(7, 13)",9,63,57,129,9,44,36,89
83,0.08,"(19, 17)","(9, 29)",12,98,95,205,9,100,72,181
84,0.1,"(8, 24)","(19, 25)",6,80,71,157,5,51,41,97
85,0.12,"(8, 11)","(12, 4)",7,106,98,211,14,100,76,190
86,0.16,"(2, 18)","(9, 25)",7,77,69,153,8,37,36,81
87,0.06,"(7, 22)","(11, 0)",6,107,98,211,4,58,38,100
88,0.16,"(6, 16)","(26, 10)",13,67,65,145,8,58,53,119
89,0.18,"(2, 24)","(29, 1)",5,68,58,131,11,107,92,210
90,0.06,"(5, 19)","(27, 5)",14,64,63,141,7,128,106,241
91,0.08,"(14, 13)","(9, 11)",3,89,77,169,4,44,30,78
92,0.1,"(20, 11)","(14, 6)",16,31,32,79,6,44,30,80
93,0.02,"(15, 14)","(6, 8)",6,74,65,145,6,135,95,236
94,0.2,"(19, 17)","(13, 4)",19,167,171,357,10,100,85,195
95,0.18,"(25, 29)","(19, 29)",5,41,31,77,4,30,14,48
96,0.1,"(3, 4)","(14, 21)",10,81,76,167,9,114,85,208
97,0.02,"(26, 17)","(19, 0)",7,160,152,319,4,149,141,294
98,0.08,"(24, 11)","(4, 9)",3,62,50,115,3,114,86,203
99,0.18,"(17, 0)","(10, 7)",6,92,83,181,14,44,38,96
100,0.1,"(26, 2)","(10, 23)",4,115,104,223,7,142,123,272
101,0.12,"(29, 1)","(16, 12)",26,78,89,193,4,58,48,110
102,0.02,"(4, 9)","(16, 0)",10,128,123,261,16,93,91,200
103,0.2,"(23, 24)","(1, 23)",9,200,194,403,7,149,136,292
104,0.04,"(0, 1)","(11, 4)",2,63,50,115,10,100,66,176
105,0.16,"(7, 22)","(17, 18)",5,52,42,99,10,107,84,201
106,0.14,"(5, 25)","(20, 9)",4,119,108,231,4,72,59,135
107,0.16,"(26, 23)","(25, 9)",7,100,92,199,10,156,134,300
108,0.12,"(19, 22)","(22, 22)",4,29,18,51,20,51,33,104
109,0.16,"(12, 29)","(0, 28)",12,23,20,55,8,37,30,75
110,0.02,"(19, 27)","(23, 5)",8,146,139,293,8,114,70,192
111,0.12,"(6, 5)","(18, 8)",10,78,73,161,13,37,41,91
112,0.18,"(21, 11)","(5, 27)",15,80,80,175,5,86,58,149
113,0.02,"(23, 9)","(27, 24)",16,147,148,311,7,72,70,149
114,0.08,"(10, 21)","(8, 9)",12,72,69,153,6,107,80,193
115,0.1,"(9, 25)","(3, 19)",7,47,39,93,9,30,24,63
116,0.04,"(24, 11)","(11, 25)",5,86,76,167,7,58,56,121
117,0.18,"(0, 10)","(4, 16)",20,24,29,73,3,51,24,78
118,0.06,"(20, 22)","(0, 0)",9,59,53,121,4,142,128,274
119,0.06,"(7, 11)","(3, 27)",6,88,79,173,12,163,136,311
120,0.16,"(5, 9)","(23, 6)",4,162,151,317,11,121,88,220
121,0.14,"(10, 20)","(1, 29)",8,123,116,247,3,142,131,276
122,0.08,"(2, 26)","(29, 21)",8,129,122,259,5,93,87,185
123,0.04,"(22, 19)","(4, 10)",7,99,91,197,7,51,33,91
124,0.12,"(26, 28)","(13, 6)",5,52,42,99,5,149,140,294
125,0.1,"(13, 5)","(19, 17)",8,96,89,193,13,142,116,271
126,0.16,"(11, 11)","(20, 9)",5,86,76,167,9,72,64,145
127,0.18,"(15, 12)","(20, 6)",52,50,87,189,18,65,69,152
128,0.02,"(5, 19)","(5, 4)",10,163,158,331,7,233,151,391
129,0.02,"(25, 16)","(24, 19)",7,103,95,205,12,58,27,97
130,0.16,"(5, 9)","(13, 23)",10,83,78,171,10,107,99,216
131,0.14,"(10, 25)","(3, 1)",10,107,102,219,17,114,120,251
132,0.04,"(8, 0)","(13, 22)",4,175,164,343,6,205,134,345
133,0.16,"(12, 3)","(13, 17)",6,78,69,153,7,65,52,124
134,0.14,"(24, 20)","(22, 3)",5,100,90,195,10,51,40,101
135,0.02,"(0, 29)","(8, 29)",8,42,35,85,2,170,98,270
136,0.14,"(12, 22)","(5, 17)",12,66,63,141,5,72,37,114
137,0.1,"(16, 11)","(19, 10)",11,67,63,141,4,114,69,187
138,0.04,"(28, 9)","(2, 14)",6,83,74,163,8,114,75,197
139,0.16,"(5, 8)","(29, 23)",6,84,75,165,10,58,53,121
140,0.06,"(20, 17)","(1, 18)",6,45,36,87,6,86,71,163
141,0.14,"(19, 2)","(22, 26)",15,188,188,391,4,58,51,113
