0,0.12,"(2, 18)","(26, 21)",6,103,151,260,5,44,135,184
1,0.06,"(29, 25)","(3, 19)",10,100,90,200,4,74,237,315
2,0.02,"(13, 23)","(19, 17)",17,118,118,253,6,49,82,137
3,0.16,"(20, 0)","(5, 19)",5,88,102,195,4,69,522,595
4,0.16,"(14, 16)","(2, 18)",10,79,71,160,7,21,20,48
5,0.08,"(8, 7)","(15, 16)",7,82,68,157,4,89,701,794
6,0.06,"(6, 1)","(4, 29)",5,76,99,180,4,38,114,156
7,0.12,"(13, 20)","(2, 4)",5,91,86,182,4,49,412,465
8,0.18,"(19, 27)","(22, 7)",8,97,183,288,8,40,98,146
9,0.2,"(4, 28)","(17, 17)",6,73,116,195,4,36,68,108
10,0.16,"(26, 26)","(18, 24)",4,70,36,110,4,33,30,67
11,0.1,"(10, 24)","(0, 9)",4,85,112,201,7,35,119,161
12,0.02,"(17, 1)","(5, 25)",10,103,216,329,5,79,248,332
13,0.14,"(19, 5)","(29, 13)",10,70,149,229,5,37,74,116
14,0.08,"(12, 0)","(10, 10)",6,70,40,116,7,36,53,96
15,0.16,"(12, 27)","(18, 19)",10,112,159,281,7,50,277,334
16,0.2,"(11, 29)","(16, 16)",8,76,43,127,23,45,201,269
17,0.2,"(12, 3)","(18, 29)",6,88,64,158,20,47,378,445
18,0.1,"(21, 19)","(1, 12)",7,97,81,185,9,47,217,273
19,0.16,"(2, 17)","(29, 16)",15,91,198,304,8,37,173,218
20,0.02,"(0, 26)","(26, 23)",10,76,60,146,15,91,328,434
21,0.12,"(5, 22)","(11, 28)",17,76,47,140,9,38,123,170
22,0.12,"(17, 22)","(19, 19)",24,79,74,177,11,40,69,120
23,0.16,"(6, 16)","(7, 4)",5,67,37,109,5,46,274,325
24,0.2,"(28, 9)","(10, 25)",2,79,81,162,4,67,1005,1076
25,0.04,"(1, 10)","(5, 19)",2,61,32,95,2,37,52,91
26,0.06,"(24, 17)","(13, 27)",14,100,111,225,10,42,67,119
27,0.04,"(25, 20)","(2, 28)",4,109,135,248,5,38,143,186
28,0.06,"(28, 29)","(0, 28)",12,64,48,124,4,38,78,120
29,0.14,"(5, 6)","(24, 23)",11,79,77,167,10,35,95,140
30,0.04,"(5, 18)","(1, 27)",3,73,31,107,4,78,276,358
31,0.18,"(27, 18)","(9, 12)",4,73,132,209,8,46,216,270
32,0.12,"(5, 13)","(8, 15)",5,82,75,162,11,34,34,79
33,0.14,"(23, 2)","(13, 8)",12,73,51,136,8,37,45,90
34,0.06,"(27, 13)","(4, 29)",17,181,617,815,14,95,442,551
35,0.06,"(19, 6)","(2, 2)",6,88,105,199,5,43,97,145
36,0.16,"(0, 14)","(28, 22)",8,82,101,191,6,59,382,447
37,0.14,"(22, 25)","(9, 18)",8,70,42,120,4,55,306,365
38,0.06,"(4, 0)","(11, 27)",6,88,139,233,8,47,97,152
39,0.02,"(14, 19)","(27, 16)",25,100,135,260,22,58,163,243
40,0.02,"(8, 19)","(28, 12)",14,85,84,183,8,141,594,743
41,0.06,"(20, 23)","(23, 23)",11,91,54,156,4,53,83,140
42,0.02,"(10, 22)","(21, 14)",4,118,114,236,11,104,652,767
43,0.04,"(23, 29)","(29, 8)",2,88,94,184,12,63,174,249
44,0.12,"(4, 10)","(13, 24)",5,88,99,192,4,51,273,328
45,0.1,"(14, 5)","(0, 7)",6,112,190,308,6,49,99,154
46,0.06,"(14, 25)","(6, 17)",4,103,144,251,3,31,36,70
47,0.18,"(24, 11)","(18, 19)",16,70,41,127,10,42,156,208
48,0.12,"(4, 6)","(21, 26)",7,73,56,136,6,59,316,381
49,0.04,"(1, 26)","(18, 10)",4,82,117,203,4,42,95,141
50,0.1,"(11, 18)","(12, 13)",6,70,36,112,4,71,357,432
51,0.12,"(15, 15)","(25, 7)",5,76,165,246,9,34,115,158
52,0.14,"(9, 29)","(28, 0)",5,94,167,266,10,44,147,201
53,0.12,"(23, 28)","(28, 11)",3,76,77,156,8,44,90,142
54,0.04,"(18, 3)","(0, 21)",5,67,47,119,13,32,97,142
55,0.2,"(18, 25)","(18, 28)",5,76,45,126,8,33,27,68
56,0.2,"(18, 18)","(4, 17)",6,76,46,128,14,61,637,712
57,0.06,"(22, 6)","(8, 2)",3,94,130,227,5,53,122,180
58,0.2,"(22, 1)","(16, 4)",7,70,32,109,10,31,33,74
59,0.12,"(15, 8)","(21, 2)",12,85,121,218,8,56,256,320
60,0.06,"(14, 9)","(12, 27)",12,76,69,157,3,52,213,268
61,0.2,"(16, 11)","(19, 15)",9,85,75,169,5,39,97,141
62,0.06,"(1, 21)","(25, 5)",9,70,62,141,9,46,113,168
63,0.18,"(6, 21)","(13, 24)",9,70,56,135,9,45,140,194
64,0.1,"(11, 18)","(4, 22)",12,88,133,233,5,48,175,228
65,0.02,"(1, 24)","(5, 7)",4,121,124,249,5,58,142,205
66,0.2,"(28, 29)","(28, 20)",14,70,51,135,7,64,547,618
67,0.14,"(21, 22)","(9, 21)",6,88,82,176,4,36,67,107
68,0.2,"(5, 16)","(16, 25)",7,79,77,163,9,49,147,205
69,0.14,"(12, 26)","(25, 5)",8,94,170,272,18,51,253,322
70,0.18,"(5, 8)","(5, 2)",10,61,45,116,4,45,117,166
71,0.12,"(18, 19)","(13, 12)",17,88,89,194,7,43,110,160
72,0.14,"(15, 13)","(2, 0)",9,76,48,133,5,35,111,151
73,0.04,"(12, 14)","(28, 2)",19,85,112,216,6,37,89,132
74,0.1,"(16, 27)","(3, 9)",11,100,106,217,8,46,150,204
75,0.16,"(1, 6)","(25, 9)",3,109,177,289,6,54,183,243
76,0.16,"(9, 28)","(21, 6)",3,112,267,382,3,64,354,421
77,0.12,"(18, 10)","(7, 8)",5,67,34,106,5,34,35,74
78,0.14,"(6, 23)","(1, 4)",5,100,177,282,4,40,80,124
79,0.1,"(1, 16)","(22, 26)",6,91,78,175,3,51,124,178
80,0.12,"(4, 10)","(5, 23)",5,70,42,117,7,44,164,215
81,0.1,"(12, 1)","(10, 3)",4,21,7,32,10,42,51,103
82,0.1,"(26, 25)","(25, 23)",22,61,29,112,15,49,117,181
83,0.04,"(9, 14)","(19, 8)",19,106,207,332,5,96,503,604
84,0.06,"(21, 16)","(14, 16)",4,91,53,148,4,36,41,81
85,0.18,"(23, 28)","(8, 2)",9,73,84,166,6,47,170,223
86,0.1,"(12, 17)","(10, 0)",7,88,266,361,3,39,61,103
87,0.18,"(28, 20)","(15, 19)",7,67,36,110,4,38,42,84
88,0.14,"(27, 24)","(3, 3)",7,79,88,174,6,52,152,210
89,0.06,"(24, 10)","(21, 23)",7,70,47,124,14,73,430,517
90,0.06,"(21, 2)","(25, 7)",4,85,66,155,5,53,179,237
