test,alpha,bot_pos,rat_pos,neighbor_sensings_1,ping_tries_1,moves_1,total_actions_1,neighbor_sensings_2,ping_tries_2,moves_2,total_actions_2
73,0.02,"(8, 10)","(20, 3)",5,104,108,217,6,116,90,212
74,0.16,"(2, 19)","(9, 18)",8,92,99,199,14,46,43,103
75,0.16,"(22, 27)","(16, 22)",5,95,99,199,7,61,33,101
76,0.06,"(25, 3)","(17, 18)",5,113,117,235,13,106,93,212
77,0.1,"(29, 14)","(0, 24)",5,107,111,223,4,91,79,174
78,0.1,"(14, 13)","(22, 11)",4,157,160,321,9,41,35,85
79,0.06,"(23, 27)","(0, 15)",13,125,137,275,6,101,82,189
80,0.14,"(23, 16)","(8, 23)",4,85,88,177,4,106,82,192
81,0.18,"(9, 29)","(20, 18)",6,131,136,273,4,56,40,100
82,0.02,"(1, 26)","(10, 13)",26,78,103,207,10,226,168,404
83,0.08,"(5, 26)","(18, 7)",6,86,91,183,14,56,55,125
84,0.1,"(5, 14)","(9, 29)",9,184,192,385,8,86,71,165
85,0.04,"(3, 0)","(6, 13)",5,55,59,119,8,76,66,150
86,0.02,"(15, 28)","(2, 12)",4,103,106,213,11,106,69,186
87,0.12,"(4, 2)","(5, 22)",3,119,121,243,4,81,71,156
88,0.12,"(27, 16)","(13, 10)",3,76,78,157,4,81,65,150
89,0.14,"(10, 4)","(18, 11)",6,76,81,163,8,81,67,156
90,0.18,"(6, 17)","(6, 12)",5,85,89,179,6,56,49,111
91,0.18,"(12, 10)","(12, 17)",6,11,16,33,23,71,79,173
92,0.18,"(17, 8)","(23, 5)",10,43,52,105,13,91,79,183
93,0.08,"(12, 3)","(22, 6)",10,128,137,275,3,101,91,195
94,0.12,"(5, 1)","(23, 22)",3,78,80,161,4,81,69,154
95,0.08,"(23, 29)","(11, 27)",15,109,123,247,31,36,46,113
96,0.16,"(0, 17)","(1, 11)",9,118,126,253,3,36,16,55
97,0.16,"(13, 2)","(5, 23)",6,79,84,169,4,76,62,142
98,0.14,"(26, 29)","(13, 16)",7,26,32,65,7,36,32,75
99,0.06,"(16, 14)","(29, 12)",3,76,78,157,4,111,96,211
100,0.08,"(16, 28)","(13, 29)",6,3,8,17,5,26,17,48
101,0.04,"(29, 12)","(24, 2)",4,79,82,165,6,141,99,246
102,0.12,"(28, 3)","(19, 23)",5,124,128,257,15,191,186,392
103,0.02,"(20, 15)","(15, 8)",6,165,170,341,8,126,105,239
104,0.06,"(0, 28)","(5, 6)",3,27,29,59,3,51,33,87
105,0.18,"(26, 22)","(28, 4)",9,151,159,319,13,86,83,182
106,0.06,"(0, 8)","(15, 22)",17,32,48,97,31,126,132,289
107,0.16,"(17, 0)","(21, 6)",20,148,167,335,17,101,97,215
108,0.02,"(26, 1)","(12, 15)",4,147,150,301,4,141,83,228
109,0.12,"(11, 5)","(16, 24)",6,73,78,157,6,111,84,201
110,0.14,"(8, 9)","(21, 0)",8,162,169,339,4,101,90,195
111,0.02,"(22, 6)","(1, 24)",8,42,49,99,12,171,134,317
112,0.06,"(0, 11)","(7, 9)",3,111,113,227,8,71,53,132
113,0.06,"(10, 24)","(9, 1)",5,79,83,167,5,201,173,379
114,0.14,"(16, 8)","(17, 18)",8,65,72,145,11,106,99,216
115,0.12,"(19, 3)","(25, 9)",6,122,127,255,9,46,39,94
116,0.1,"(7, 26)","(11, 3)",5,75,79,159,9,96,82,187
117,0.18,"(24, 29)","(12, 20)",7,94,100,201,10,81,60,151
118,0.04,"(16, 8)","(4, 0)",3,103,105,211,2,71,57,130
119,0.06,"(24, 14)","(26, 7)",4,204,207,415,5,91,71,167
120,0.04,"(5, 10)","(0, 13)",9,74,82,165,19,51,43,113
121,0.06,"(5, 21)","(7, 23)",13,46,58,117,22,41,40,103
122,0.14,"(15, 8)","(20, 18)",7,72,78,157,10,71,59,140
