test,alpha,bot_pos,rat_pos,neighbor_sensings_1,ping_tries_1,moves_1,total_actions_1,neighbor_sensings_2,ping_tries_2,moves_2,total_actions_2
0,0.18,"(7, 22)","(1, 20)",4,16,19,39,8,101,93,202
1,0.16,"(25, 12)","(27, 20)",16,160,175,351,6,72,60,138
2,0.1,"(8, 25)","(9, 27)",5,21,25,51,9,32,24,65
3,0.1,"(16, 28)","(26, 17)",6,82,87,175,4,48,37,89
4,0.2,"(0, 22)","(26, 29)",11,113,123,247,45,402,404,851
5,0.1,"(3, 16)","(15, 4)",9,187,195,391,7,82,70,159
6,0.18,"(20, 1)","(18, 19)",9,23,31,63,11,78,73,162
7,0.1,"(16, 10)","(23, 0)",4,94,97,195,10,176,172,358
8,0.02,"(27, 29)","(21, 16)",5,82,86,173,6,160,141,307
9,0.14,"(28, 6)","(6, 21)",5,143,147,295,4,134,122,260
10,0.14,"(6, 16)","(3, 11)",12,136,147,295,5,50,40,95
11,0.16,"(5, 9)","(13, 12)",16,261,276,553,9,33,29,71
12,0.1,"(0, 12)","(24, 26)",10,86,95,191,12,229,215,456
13,0.14,"(22, 27)","(23, 25)",35,12,46,93,5,96,85,186
14,0.16,"(5, 7)","(23, 7)",10,22,31,63,8,136,114,258
15,0.04,"(6, 22)","(20, 18)",11,42,52,105,9,202,199,410
16,0.02,"(16, 15)","(24, 15)",4,205,208,417,4,296,257,557
17,0.02,"(20, 2)","(0, 1)",20,126,145,291,8,137,121,266
18,0.12,"(3, 15)","(2, 29)",10,125,134,269,4,69,59,132
19,0.08,"(16, 15)","(10, 22)",4,8,11,23,6,72,64,142
20,0.06,"(8, 14)","(11, 27)",13,48,60,121,5,136,127,268
21,0.18,"(23, 10)","(29, 2)",7,218,224,449,4,66,55,125
22,0.04,"(25, 14)","(19, 9)",6,27,32,65,14,128,128,270
23,0.08,"(9, 6)","(16, 16)",7,35,41,83,7,70,59,136
24,0.14,"(21, 18)","(3, 18)",9,114,122,245,7,52,47,106
25,0.1,"(26, 13)","(9, 28)",10,478,487,975,12,200,196,408
26,0.14,"(5, 16)","(9, 11)",4,98,101,203,5,102,85,192
27,0.04,"(11, 29)","(0, 11)",10,85,94,189,7,57,52,116
28,0.08,"(0, 13)","(22, 7)",5,60,64,129,37,148,172,357
29,0.16,"(15, 27)","(23, 29)",10,346,355,711,8,245,223,476
30,0.02,"(24, 22)","(20, 25)",7,184,190,381,7,31,25,63
31,0.04,"(17, 18)","(0, 26)",11,127,137,275,13,48,47,108
32,0.08,"(18, 5)","(1, 25)",4,115,118,237,10,94,77,181
33,0.06,"(14, 5)","(19, 19)",2,174,175,351,7,62,46,115
34,0.04,"(24, 20)","(20, 26)",12,191,202,405,8,117,104,229
35,0.2,"(14, 11)","(5, 11)",12,68,79,159,12,101,98,211
36,0.2,"(10, 4)","(3, 3)",10,104,113,227,9,36,32,77
37,0.12,"(29, 12)","(12, 12)",7,159,165,331,10,109,99,218
38,0.1,"(29, 25)","(15, 21)",7,40,46,93,7,146,137,290
39,0.1,"(19, 22)","(3, 22)",11,131,141,283,9,151,127,287
40,0.18,"(7, 16)","(17, 29)",7,47,53,107,21,41,51,113
41,0.16,"(27, 12)","(7, 12)",15,211,225,451,7,67,55,129
42,0.12,"(8, 26)","(29, 3)",9,156,164,329,6,97,89,192
43,0.1,"(28, 26)","(17, 16)",3,25,27,55,8,100,93,201
44,0.14,"(29, 17)","(6, 26)",19,212,230,461,4,121,99,224
45,0.2,"(0, 21)","(20, 6)",4,135,138,277,4,112,99,215
46,0.1,"(24, 23)","(11, 21)",6,86,91,183,3,108,78,189
47,0.16,"(20, 11)","(9, 25)",10,335,344,689,6,105,82,193
48,0.16,"(1, 26)","(19, 5)",8,67,74,149,4,48,39,91
49,0.2,"(0, 6)","(13, 10)",5,66,70,141,4,221,207,432
50,0.04,"(16, 20)","(2, 0)",6,76,81,163,4,58,49,111
51,0.18,"(12, 4)","(27, 0)",10,152,161,323,9,103,95,207
52,0.02,"(23, 11)","(11, 11)",4,176,179,359,7,163,147,317
53,0.04,"(23, 17)","(12, 20)",35,117,151,303,16,94,95,205
54,0.06,"(8, 16)","(2, 22)",6,153,158,317,6,287,257,550
55,0.04,"(26, 28)","(10, 9)",22,35,56,113,11,230,203,444
56,0.04,"(29, 5)","(23, 20)",10,134,143,287,12,140,131,283
57,0.1,"(0, 19)","(5, 11)",16,61,76,153,4,145,127,276
58,0.2,"(23, 25)","(15, 17)",10,121,130,261,7,192,173,372
59,0.08,"(1, 26)","(16, 6)",2,207,208,417,4,71,64,139
60,0.02,"(10, 26)","(29, 4)",5,67,71,143,12,190,174,376
61,0.04,"(10, 20)","(26, 9)",6,50,55,111,6,122,107,235
62,0.18,"(9, 13)","(9, 28)",8,88,95,191,4,104,78,186
63,0.12,"(18, 18)","(22, 29)",3,246,248,497,4,219,192,415
64,0.2,"(18, 9)","(18, 18)",5,8,12,25,5,132,112,249
65,0.14,"(19, 15)","(2, 20)",7,61,67,135,7,203,197,407
66,0.16,"(20, 29)","(29, 11)",13,43,55,111,8,47,40,95
67,0.1,"(24, 16)","(26, 2)",7,175,181,363,7,81,72,160
68,0.2,"(16, 7)","(12, 23)",6,120,125,251,4,237,223,464
69,0.16,"(15, 23)","(24, 25)",8,402,409,819,17,105,97,219
70,0.2,"(18, 29)","(9, 25)",10,152,161,323,4,36,26,66
71,0.18,"(12, 17)","(1, 12)",5,27,31,63,15,41,41,97
72,0.1,"(26, 11)","(24, 18)",9,18,26,53,6,72,63,141
73,0.16,"(13, 6)","(1, 21)",4,266,269,539,5,64,48,117
74,0.08,"(0, 7)","(0, 1)",3,80,82,165,4,41,33,78
75,0.02,"(21, 18)","(25, 12)",12,227,238,477,7,151,132,290
76,0.02,"(25, 7)","(11, 25)",8,407,414,829,13,37,38,88
77,0.1,"(15, 9)","(10, 0)",6,155,160,321,15,102,103,220
78,0.14,"(13, 2)","(12, 24)",17,41,57,115,6,49,41,96
79,0.04,"(18, 19)","(3, 11)",11,113,123,247,8,422,393,823
80,0.04,"(14, 18)","(3, 13)",8,165,172,345,8,65,53,126
81,0.1,"(18, 0)","(9, 5)",4,55,58,117,11,134,122,267
82,0.14,"(3, 20)","(1, 7)",3,72,74,149,15,44,43,102
83,0.12,"(13, 1)","(19, 28)",22,36,57,115,11,64,61,136
84,0.14,"(14, 24)","(13, 12)",10,112,121,243,13,82,81,176
85,0.1,"(10, 24)","(29, 13)",11,83,93,187,7,51,44,102
86,0.14,"(12, 1)","(22, 7)",4,13,16,33,4,103,85,192
87,0.1,"(17, 2)","(26, 28)",10,51,60,121,15,100,99,214
88,0.16,"(17, 12)","(0, 1)",3,190,192,385,3,427,413,843
89,0.1,"(28, 17)","(15, 0)",4,69,72,145,3,117,107,227
90,0.14,"(4, 7)","(15, 18)",4,114,117,235,6,69,61,136
91,0.04,"(23, 23)","(3, 19)",14,137,150,301,9,112,102,223
92,0.02,"(21, 21)","(10, 23)",8,90,97,195,6,170,144,320
93,0.06,"(0, 26)","(19, 10)",6,81,86,173,11,191,178,380
94,0.16,"(23, 13)","(13, 12)",16,256,271,543,15,161,156,332
95,0.1,"(21, 21)","(0, 22)",8,108,115,231,3,512,454,969
96,0.18,"(15, 21)","(27, 1)",5,142,146,293,6,92,85,183
97,0.2,"(26, 5)","(5, 29)",4,453,456,913,6,77,64,147
98,0.04,"(19, 28)","(8, 9)",8,84,91,183,4,142,126,272
99,0.04,"(20, 2)","(22, 10)",2,77,78,157,8,35,23,66
100,0.18,"(18, 29)","(19, 0)",10,71,80,161,8,116,97,221
101,0.2,"(13, 15)","(9, 27)",4,78,81,163,5,109,100,214
102,0.1,"(18, 10)","(0, 19)",3,77,79,159,5,86,78,169
103,0.04,"(26, 2)","(16, 27)",6,135,140,281,11,391,350,752
104,0.1,"(16, 29)","(24, 0)",6,43,48,97,8,61,58,127
105,0.02,"(24, 9)","(0, 2)",6,48,53,107,7,285,272,564
106,0.02,"(20, 5)","(25, 3)",6,45,50,101,31,107,126,264
107,0.04,"(2, 13)","(10, 2)",12,174,185,371,6,116,111,233
108,0.16,"(18, 5)","(17, 28)",8,157,164,329,6,87,75,168
109,0.12,"(21, 29)","(23, 21)",4,178,181,363,3,134,118,255
110,0.14,"(11, 8)","(14, 13)",3,143,145,291,4,61,44,109
111,0.2,"(20, 25)","(25, 22)",5,207,211,423,13,26,25,64
112,0.12,"(25, 21)","(15, 7)",9,264,272,545,7,114,101,222
113,0.14,"(28, 6)","(5, 29)",14,90,103,207,9,61,56,126
114,0.2,"(11, 10)","(23, 3)",7,15,21,43,12,130,124,266
115,0.16,"(18, 8)","(25, 5)",5,82,86,173,6,146,139,291
