test,alpha,bot_pos,rat_pos,neighbor_sensings_1,ping_tries_1,moves_1,total_actions_1,neighbor_sensings_2,ping_tries_2,moves_2,total_actions_2
846,0.16,"(26, 5)","(28, 20)",14,247,260,521,6,110,101,217
847,0.08,"(5, 12)","(28, 15)",12,142,153,307,6,66,57,129
848,0.14,"(13, 26)","(16, 22)",7,42,48,97,6,149,132,287
849,0.02,"(13, 17)","(29, 11)",4,147,150,301,6,156,132,294
850,0.1,"(20, 3)","(11, 20)",3,97,99,199,13,105,101,219
851,0.02,"(29, 23)","(25, 26)",28,108,135,271,7,113,95,215
852,0.18,"(5, 19)","(3, 11)",6,277,282,565,5,246,230,481
853,0.04,"(0, 2)","(24, 14)",7,92,98,197,4,109,99,212
854,0.06,"(4, 24)","(10, 5)",5,74,78,157,5,56,49,110
855,0.08,"(1, 29)","(25, 0)",3,82,84,169,6,127,116,249
856,0.14,"(29, 0)","(29, 18)",4,29,32,65,5,250,227,482
857,0.16,"(26, 7)","(17, 9)",4,96,99,199,22,66,71,159
858,0.1,"(28, 1)","(1, 17)",5,283,287,575,6,141,134,281
859,0.1,"(20, 23)","(16, 20)",7,25,31,63,3,61,50,114
860,0.16,"(16, 1)","(20, 25)",6,99,104,209,15,331,295,641
861,0.02,"(12, 11)","(28, 19)",9,161,169,339,18,157,150,325
862,0.04,"(23, 0)","(1, 26)",4,76,79,159,11,129,109,249
863,0.12,"(7, 15)","(18, 4)",16,200,215,431,7,192,178,377
864,0.12,"(27, 25)","(18, 17)",16,75,90,181,6,167,136,309
865,0.08,"(15, 8)","(14, 19)",10,70,79,159,16,120,112,248
866,0.14,"(14, 20)","(7, 21)",5,48,52,105,4,80,53,137
867,0.14,"(19, 17)","(17, 18)",5,36,40,81,5,97,77,179
868,0.16,"(11, 0)","(1, 10)",7,141,147,295,8,92,81,181
869,0.2,"(28, 7)","(29, 2)",5,113,117,235,6,57,51,114
870,0.16,"(5, 2)","(16, 22)",26,108,133,267,5,92,83,180
871,0.12,"(23, 16)","(4, 10)",4,133,136,273,4,96,87,187
872,0.06,"(1, 10)","(28, 1)",5,143,147,295,4,81,72,157
873,0.14,"(27, 28)","(5, 6)",5,54,58,117,5,66,59,130
874,0.12,"(0, 26)","(9, 22)",6,20,25,51,6,147,132,285
875,0.14,"(20, 13)","(17, 9)",13,61,73,147,10,127,110,247
876,0.16,"(18, 8)","(22, 21)",9,64,72,145,6,151,135,292
877,0.1,"(11, 16)","(22, 3)",8,240,247,495,6,112,100,218
878,0.12,"(23, 1)","(5, 9)",6,67,72,145,6,117,87,210
879,0.02,"(0, 29)","(3, 2)",4,138,141,283,3,517,461,981
880,0.04,"(25, 10)","(1, 2)",9,128,136,273,9,71,62,142
881,0.04,"(3, 13)","(17, 16)",5,131,135,271,3,299,270,572
882,0.02,"(6, 8)","(1, 18)",10,217,226,453,7,390,340,737
883,0.02,"(4, 12)","(11, 13)",4,360,363,727,4,41,26,71
884,0.08,"(28, 13)","(8, 17)",6,146,151,303,12,52,51,115
885,0.14,"(20, 17)","(25, 16)",4,72,75,151,7,121,114,242
886,0.14,"(21, 9)","(7, 16)",3,28,30,61,3,189,174,366
887,0.16,"(22, 14)","(11, 27)",8,88,95,191,4,96,78,178
888,0.08,"(17, 19)","(25, 19)",10,181,190,381,6,97,88,191
889,0.14,"(6, 9)","(18, 0)",13,22,34,69,5,57,50,112
890,0.14,"(15, 19)","(1, 4)",12,33,44,89,6,90,71,167
891,0.18,"(28, 11)","(16, 20)",3,164,166,333,4,194,172,370
892,0.02,"(1, 10)","(29, 11)",11,161,171,343,9,257,228,494
893,0.12,"(1, 8)","(20, 23)",10,60,69,139,7,69,62,138
894,0.16,"(5, 20)","(29, 0)",4,63,66,133,5,126,118,249
895,0.2,"(9, 6)","(7, 0)",11,165,175,351,3,181,155,339
896,0.04,"(24, 27)","(6, 9)",4,54,57,115,7,217,207,431
897,0.06,"(26, 21)","(2, 17)",7,76,82,165,3,105,82,190
898,0.02,"(17, 8)","(5, 23)",4,289,292,585,3,96,88,187
899,0.14,"(16, 20)","(28, 24)",6,316,321,643,5,191,180,376
900,0.2,"(27, 25)","(21, 22)",4,165,168,337,4,37,29,70
901,0.18,"(15, 15)","(18, 15)",9,43,51,103,15,331,334,680
902,0.14,"(8, 29)","(16, 15)",5,261,265,531,10,31,30,71
903,0.04,"(28, 29)","(19, 13)",4,552,555,1111,9,301,289,599
904,0.04,"(7, 23)","(11, 18)",3,61,63,127,4,50,39,93
905,0.14,"(22, 10)","(17, 16)",5,181,185,371,4,57,48,109
906,0.14,"(18, 11)","(20, 20)",48,217,264,529,8,82,76,166
907,0.14,"(17, 7)","(27, 15)",13,147,159,319,3,34,23,60
908,0.08,"(6, 15)","(12, 14)",8,205,212,425,14,32,31,77
909,0.18,"(8, 17)","(26, 19)",5,84,88,177,4,158,129,291
910,0.1,"(12, 17)","(24, 17)",6,166,171,343,3,141,121,265
911,0.16,"(24, 2)","(26, 23)",6,149,154,309,4,299,273,576
912,0.1,"(19, 26)","(3, 22)",5,56,60,121,29,134,149,312
913,0.04,"(21, 16)","(2, 13)",16,137,152,305,21,79,84,184
914,0.16,"(2, 0)","(16, 21)",10,99,108,217,4,59,39,102
915,0.04,"(28, 28)","(0, 15)",6,90,95,191,6,130,114,250
916,0.2,"(10, 5)","(16, 16)",11,164,174,349,4,92,72,168
917,0.02,"(3, 7)","(15, 1)",5,230,234,469,8,286,267,561
918,0.12,"(18, 18)","(27, 24)",8,87,94,189,6,126,121,253
919,0.04,"(15, 21)","(14, 9)",15,159,173,347,14,106,94,214
920,0.02,"(29, 11)","(20, 23)",12,104,115,231,4,191,180,375
921,0.2,"(23, 8)","(13, 13)",9,54,62,125,10,66,59,135
922,0.16,"(25, 7)","(26, 20)",13,67,79,159,8,150,143,301
923,0.08,"(19, 22)","(6, 10)",4,173,176,353,8,142,129,279
924,0.06,"(16, 1)","(15, 17)",4,481,484,969,9,231,204,444
925,0.12,"(13, 23)","(21, 28)",11,266,276,553,6,72,65,143
926,0.18,"(1, 5)","(17, 14)",3,40,42,85,5,162,129,296
927,0.06,"(28, 4)","(29, 18)",4,55,58,117,8,163,150,321
928,0.14,"(21, 22)","(14, 26)",4,127,130,261,3,15,3,21
929,0.18,"(27, 15)","(10, 24)",7,91,97,195,5,98,86,189
930,0.04,"(28, 22)","(0, 16)",4,287,290,581,2,241,216,459
931,0.18,"(27, 12)","(11, 23)",6,175,180,361,9,164,129,302
932,0.16,"(9, 21)","(29, 3)",5,93,97,195,8,58,46,112
933,0.18,"(26, 0)","(11, 8)",4,102,105,211,4,96,88,188
934,0.04,"(24, 26)","(0, 27)",8,62,69,139,15,107,99,221
935,0.02,"(21, 0)","(11, 2)",14,95,108,217,13,189,181,383
936,0.06,"(16, 28)","(22, 23)",9,170,178,357,4,39,27,70
937,0.12,"(13, 24)","(20, 25)",6,40,45,91,6,66,60,132
938,0.06,"(6, 23)","(24, 21)",11,173,183,367,6,75,64,145
939,0.1,"(7, 16)","(9, 14)",3,49,51,103,9,299,278,586
940,0.04,"(13, 1)","(19, 6)",2,350,351,703,10,91,87,188
941,0.04,"(12, 12)","(8, 24)",4,212,215,431,10,490,454,954
942,0.2,"(2, 13)","(28, 5)",7,71,77,155,3,77,67,147
943,0.02,"(29, 28)","(5, 2)",4,92,95,191,2,141,123,266
944,0.18,"(15, 23)","(20, 8)",9,38,46,93,5,107,96,208
945,0.12,"(26, 14)","(17, 20)",3,136,138,277,8,35,28,71
946,0.14,"(27, 11)","(14, 27)",10,104,113,227,7,77,72,156
947,0.12,"(21, 22)","(9, 19)",7,208,214,429,6,76,52,134
948,0.14,"(13, 4)","(14, 16)",4,163,166,333,3,113,95,211
949,0.18,"(0, 0)","(8, 4)",6,28,33,67,9,99,74,182
950,0.18,"(11, 26)","(13, 24)",4,1,4,9,5,32,23,60
951,0.2,"(21, 29)","(19, 3)",2,161,162,325,2,139,116,257
952,0.14,"(23, 14)","(21, 24)",3,122,124,249,7,71,63,141
953,0.02,"(3, 28)","(11, 28)",8,16,23,47,6,21,16,43
954,0.06,"(2, 12)","(16, 9)",4,209,212,425,8,75,68,151
955,0.06,"(14, 1)","(1, 11)",5,129,133,267,8,119,102,229
956,0.02,"(26, 17)","(4, 8)",9,134,142,285,12,152,135,299
957,0.1,"(5, 24)","(23, 21)",5,101,105,211,9,71,69,149
958,0.12,"(18, 2)","(11, 24)",5,114,118,237,4,217,200,421
959,0.08,"(10, 0)","(18, 7)",7,49,55,111,4,76,67,147
960,0.16,"(20, 6)","(19, 28)",6,75,80,161,36,61,86,183
961,0.18,"(25, 28)","(27, 28)",4,25,28,57,5,218,163,386
962,0.06,"(18, 24)","(6, 13)",4,96,99,199,7,126,108,241
963,0.04,"(8, 17)","(24, 10)",16,259,274,549,10,68,52,130
964,0.18,"(12, 21)","(14, 14)",12,85,96,193,6,285,246,537
965,0.06,"(16, 3)","(28, 12)",8,193,200,401,12,80,69,161
966,0.16,"(13, 28)","(4, 6)",4,70,73,147,6,131,113,250
967,0.18,"(6, 29)","(24, 15)",9,28,36,73,3,61,52,116
968,0.1,"(22, 21)","(18, 25)",8,73,80,161,5,376,329,710
969,0.08,"(1, 17)","(0, 12)",9,21,29,59,5,57,41,103
970,0.04,"(18, 26)","(11, 11)",11,76,86,173,6,176,145,327
971,0.14,"(7, 20)","(20, 7)",7,257,263,527,6,56,49,111
972,0.2,"(20, 6)","(15, 27)",6,229,234,469,13,163,149,325
973,0.02,"(2, 9)","(12, 18)",7,302,308,617,17,153,148,318
974,0.12,"(22, 15)","(16, 12)",12,47,58,117,5,93,83,181
975,0.08,"(22, 4)","(18, 0)",8,42,49,99,10,457,407,874
976,0.16,"(17, 23)","(1, 7)",6,51,56,113,4,215,192,411
977,0.2,"(10, 28)","(29, 0)",7,201,207,415,3,210,180,393
978,0.02,"(9, 15)","(11, 5)",9,53,61,123,9,405,365,779
979,0.18,"(14, 23)","(16, 9)",4,129,132,265,16,149,132,297
980,0.12,"(8, 27)","(9, 12)",3,155,157,315,4,117,99,220
981,0.02,"(10, 7)","(9, 25)",6,96,101,203,9,544,503,1056
982,0.1,"(5, 4)","(1, 25)",6,57,62,125,11,230,215,456
983,0.02,"(5, 19)","(13, 10)",7,158,164,329,8,96,90,194
984,0.08,"(19, 16)","(0, 17)",10,178,187,375,6,293,276,575
985,0.04,"(20, 26)","(24, 18)",7,117,123,247,7,299,273,579
986,0.04,"(16, 14)","(17, 10)",5,59,63,127,4,46,37,87
987,0.06,"(11, 25)","(19, 4)",7,361,367,735,17,182,145,344
988,0.06,"(24, 8)","(11, 26)",32,81,112,225,8,84,71,163
989,0.06,"(4, 15)","(3, 24)",8,77,84,169,6,77,66,149
990,0.18,"(17, 3)","(4, 16)",15,174,188,377,20,114,119,253
991,0.02,"(28, 22)","(16, 0)",6,621,626,1253,7,186,177,370
992,0.2,"(8, 5)","(29, 20)",13,130,142,285,25,77,90,192
993,0.2,"(21, 5)","(20, 18)",7,47,53,107,8,58,49,115
994,0.16,"(24, 3)","(15, 10)",4,62,65,131,5,32,22,59
995,0.18,"(9, 21)","(6, 13)",12,106,117,235,14,176,164,354
996,0.04,"(27, 6)","(18, 8)",4,101,104,209,11,170,156,337
997,0.04,"(1, 5)","(13, 29)",7,170,176,353,4,252,239,495
998,0.1,"(5, 15)","(9, 16)",24,125,148,297,21,41,49,111
999,0.04,"(28, 6)","(20, 0)",6,108,113,227,4,233,199,436
