 test, q,bot_pos,button_pos,fire_pos,Winnability, result1, result2, result3, result4, t1, t2, t3, t4, final_path1, final_path2, final_path3, final_path4
1725,0.45,"(39, 39)","(37, 5)","(37, 12)",0,0,0,0,0,33,37,37,37,"[(38, 39), (38, 38), (38, 37), (38, 36), (39, 36), (39, 35), (39, 34), (38, 34), (38, 33), (38, 32), (38, 31), (38, 30), (37, 30), (37, 29), (37, 28), (36, 28), (35, 28), (35, 27), (35, 26), (34, 26), (33, 26), (33, 25), (32, 25), (32, 24), (32, 23), (32, 22), (33, 22), (33, 21), (33, 20), (33, 19), (33, 18), (33, 17), (33, 16)]","[(38, 39), (38, 38), (38, 37), (38, 36), (39, 36), (39, 35), (39, 34), (38, 34), (38, 33), (38, 32), (38, 31), (38, 30), (37, 30), (37, 29), (37, 28), (36, 28), (35, 28), (35, 27), (35, 26), (34, 26), (33, 26), (33, 25), (32, 25), (32, 24), (32, 23), (32, 22), (31, 22), (31, 21), (30, 21), (29, 21), (29, 20), (29, 19), (29, 18), (28, 18), (27, 18), (26, 18)]","[(38, 39), (38, 38), (38, 37), (38, 36), (39, 36), (39, 35), (39, 34), (38, 34), (38, 33), (38, 32), (38, 31), (38, 30), (37, 30), (37, 29), (37, 28), (36, 28), (35, 28), (35, 27), (35, 26), (34, 26), (33, 26), (33, 25), (32, 25), (32, 24), (32, 23), (32, 22), (31, 22), (31, 21), (30, 21), (29, 21), (29, 20), (29, 19), (29, 18), (28, 18), (27, 18), (26, 18)]","[(38, 39), (38, 38), (38, 37), (37, 37), (36, 37), (36, 36), (36, 35), (35, 35), (35, 34), (35, 33), (35, 32), (34, 32), (34, 31), (33, 31), (33, 30), (32, 30), (31, 30), (30, 30), (29, 30), (28, 30), (28, 29), (27, 29), (27, 28), (27, 27), (26, 27), (26, 26), (26, 25), (26, 24), (26, 23), (26, 22), (26, 21), (26, 20), (26, 19), (26, 18), (25, 18), (25, 17)]"
1726,0.2,"(29, 38)","(2, 10)","(26, 20)",1,1,1,1,1,55,55,55,55,"[(28, 38), (27, 38), (26, 38), (25, 38), (24, 38), (24, 37), (24, 36), (24, 35), (24, 34), (24, 33), (24, 32), (23, 32), (22, 32), (21, 32), (21, 31), (21, 30), (20, 30), (19, 30), (19, 29), (18, 29), (18, 28), (17, 28), (17, 27), (16, 27), (16, 26), (16, 25), (15, 25), (14, 25), (13, 25), (12, 25), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19), (8, 18), (8, 17), (8, 16), (7, 16), (7, 15), (6, 15), (5, 15), (5, 14), (5, 13), (4, 13), (3, 13), (3, 12), (3, 11), (2, 11), (2, 10)]","[(28, 38), (27, 38), (26, 38), (25, 38), (24, 38), (24, 37), (24, 36), (24, 35), (24, 34), (24, 33), (24, 32), (23, 32), (22, 32), (21, 32), (21, 31), (21, 30), (20, 30), (19, 30), (19, 29), (18, 29), (18, 28), (17, 28), (17, 27), (16, 27), (16, 26), (16, 25), (15, 25), (14, 25), (13, 25), (12, 25), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19), (8, 18), (8, 17), (8, 16), (7, 16), (7, 15), (6, 15), (5, 15), (5, 14), (5, 13), (4, 13), (3, 13), (3, 12), (3, 11), (2, 11), (2, 10)]","[(28, 38), (27, 38), (26, 38), (25, 38), (24, 38), (24, 37), (24, 36), (24, 35), (24, 34), (24, 33), (24, 32), (23, 32), (22, 32), (21, 32), (21, 31), (21, 30), (20, 30), (19, 30), (19, 29), (18, 29), (18, 28), (17, 28), (17, 27), (16, 27), (16, 26), (16, 25), (15, 25), (14, 25), (13, 25), (12, 25), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19), (8, 18), (8, 17), (8, 16), (7, 16), (7, 15), (6, 15), (5, 15), (5, 14), (5, 13), (4, 13), (3, 13), (3, 12), (3, 11), (2, 11), (2, 10)]","[(28, 38), (27, 38), (26, 38), (25, 38), (24, 38), (24, 37), (24, 36), (24, 35), (24, 34), (24, 33), (24, 32), (23, 32), (22, 32), (21, 32), (21, 31), (21, 30), (20, 30), (19, 30), (19, 29), (18, 29), (18, 28), (17, 28), (17, 27), (16, 27), (16, 26), (16, 25), (15, 25), (14, 25), (13, 25), (12, 25), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19), (8, 18), (8, 17), (8, 16), (7, 16), (7, 15), (6, 15), (5, 15), (5, 14), (5, 13), (4, 13), (3, 13), (3, 12), (3, 11), (2, 11), (2, 10)]"
1727,0.1,"(25, 25)","(7, 15)","(26, 28)",1,1,1,1,1,34,34,34,34,"[(25, 26), (24, 26), (23, 26), (22, 26), (21, 26), (20, 26), (19, 26), (18, 26), (17, 26), (16, 26), (16, 25), (15, 25), (14, 25), (14, 26), (13, 26), (12, 26), (11, 26), (10, 26), (9, 26), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (7, 22), (7, 21), (7, 20), (7, 19), (6, 19), (6, 18), (6, 17), (7, 17), (7, 16), (7, 15)]","[(25, 26), (24, 26), (23, 26), (22, 26), (21, 26), (20, 26), (19, 26), (18, 26), (17, 26), (16, 26), (16, 25), (15, 25), (14, 25), (14, 26), (13, 26), (12, 26), (11, 26), (10, 26), (9, 26), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (7, 22), (7, 21), (7, 20), (7, 19), (6, 19), (6, 18), (6, 17), (7, 17), (7, 16), (7, 15)]","[(25, 26), (24, 26), (23, 26), (22, 26), (21, 26), (20, 26), (19, 26), (18, 26), (17, 26), (16, 26), (16, 25), (15, 25), (14, 25), (14, 26), (13, 26), (12, 26), (11, 26), (10, 26), (9, 26), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (7, 22), (7, 21), (7, 20), (7, 19), (6, 19), (6, 18), (6, 17), (7, 17), (7, 16), (7, 15)]","[(25, 26), (24, 26), (23, 26), (22, 26), (21, 26), (20, 26), (19, 26), (18, 26), (17, 26), (17, 25), (17, 24), (17, 23), (16, 23), (15, 23), (15, 22), (15, 21), (14, 21), (13, 21), (12, 21), (12, 20), (12, 19), (12, 18), (12, 17), (12, 16), (12, 15), (11, 15), (11, 14), (11, 13), (10, 13), (9, 13), (8, 13), (8, 14), (8, 15), (7, 15)]"
1728,0.05,"(16, 12)","(11, 2)","(2, 33)",1,1,1,1,1,17,17,17,17,"[(17, 12), (17, 11), (17, 10), (17, 9), (17, 8), (16, 8), (16, 7), (15, 7), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (13, 3), (12, 3), (11, 3), (11, 2)]","[(17, 12), (17, 11), (17, 10), (17, 9), (17, 8), (16, 8), (16, 7), (15, 7), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (13, 3), (12, 3), (11, 3), (11, 2)]","[(17, 12), (17, 11), (17, 10), (17, 9), (17, 8), (16, 8), (16, 7), (15, 7), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (13, 3), (12, 3), (11, 3), (11, 2)]","[(17, 12), (17, 11), (17, 10), (17, 9), (17, 8), (16, 8), (16, 7), (15, 7), (15, 6), (14, 6), (14, 5), (14, 4), (14, 3), (13, 3), (12, 3), (11, 3), (11, 2)]"
1729,0.55,"(9, 1)","(17, 19)","(3, 2)",1,1,1,1,1,30,30,30,30,"[(10, 1), (11, 1), (12, 1), (13, 1), (13, 2), (14, 2), (14, 3), (14, 4), (15, 4), (15, 5), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9), (13, 9), (13, 10), (13, 11), (13, 12), (13, 13), (13, 14), (13, 15), (14, 15), (15, 15), (16, 15), (16, 16), (16, 17), (16, 18), (17, 18), (17, 19)]","[(10, 1), (11, 1), (12, 1), (13, 1), (13, 2), (14, 2), (14, 3), (14, 4), (15, 4), (15, 5), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9), (13, 9), (13, 10), (13, 11), (13, 12), (13, 13), (13, 14), (13, 15), (14, 15), (15, 15), (16, 15), (16, 16), (16, 17), (16, 18), (17, 18), (17, 19)]","[(10, 1), (11, 1), (12, 1), (13, 1), (13, 2), (14, 2), (14, 3), (14, 4), (15, 4), (15, 5), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9), (13, 9), (13, 10), (13, 11), (13, 12), (13, 13), (13, 14), (13, 15), (14, 15), (15, 15), (16, 15), (16, 16), (16, 17), (16, 18), (17, 18), (17, 19)]","[(10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (15, 2), (15, 3), (15, 4), (15, 5), (15, 6), (16, 6), (16, 7), (16, 8), (17, 8), (17, 9), (17, 10), (17, 11), (18, 11), (19, 11), (19, 12), (19, 13), (18, 13), (18, 14), (18, 15), (18, 16), (17, 16), (17, 17), (17, 18), (17, 19)]"
1730,0.15,"(35, 7)","(36, 5)","(14, 19)",1,1,1,1,1,3,3,3,3,"[(36, 7), (36, 6), (36, 5)]","[(36, 7), (36, 6), (36, 5)]","[(36, 7), (36, 6), (36, 5)]","[(36, 7), (36, 6), (36, 5)]"
1731,0.5,"(17, 31)","(17, 37)","(15, 13)",1,1,1,1,1,6,6,6,6,"[(17, 32), (17, 33), (17, 34), (17, 35), (17, 36), (17, 37)]","[(17, 32), (17, 33), (17, 34), (17, 35), (17, 36), (17, 37)]","[(17, 32), (17, 33), (17, 34), (17, 35), (17, 36), (17, 37)]","[(17, 32), (17, 33), (17, 34), (17, 35), (17, 36), (17, 37)]"
1732,0.6,"(25, 0)","(5, 32)","(17, 6)",0,0,0,0,0,9,11,36,49,"[(25, 1), (25, 2), (24, 2), (23, 2), (22, 2), (21, 2), (21, 3), (20, 3), (20, 4)]","[(25, 1), (25, 2), (25, 3), (25, 4), (25, 5), (25, 6), (24, 6), (23, 6), (22, 6), (22, 7), (22, 8)]","[(25, 1), (25, 2), (25, 3), (25, 4), (25, 5), (25, 6), (24, 6), (23, 6), (22, 6), (22, 7), (23, 7), (23, 6), (24, 6), (25, 6), (25, 5), (26, 5), (27, 5), (27, 4), (27, 3), (28, 3), (29, 3), (29, 4), (29, 5), (29, 6), (29, 7), (29, 8), (30, 8), (31, 8), (31, 9), (31, 10), (32, 10), (32, 11), (33, 11), (33, 12), (33, 13), (33, 14)]","[(26, 0), (26, 1), (27, 1), (28, 1), (28, 2), (28, 3), (29, 3), (29, 4), (29, 5), (29, 6), (29, 7), (28, 7), (27, 7), (27, 8), (27, 9), (26, 9), (25, 9), (24, 9), (24, 10), (24, 11), (25, 11), (25, 12), (26, 12), (26, 13), (27, 13), (28, 13), (28, 14), (29, 14), (29, 15), (29, 16), (28, 16), (29, 16), (29, 15), (30, 15), (31, 15), (31, 16), (31, 17), (31, 18), (31, 19), (31, 20), (31, 19), (32, 19), (32, 18), (33, 18), (34, 18), (34, 19), (34, 20), (34, 21), (34, 22)]"
1733,0.4,"(25, 36)","(26, 35)","(36, 21)",1,1,1,1,1,2,2,2,2,"[(25, 35), (26, 35)]","[(25, 35), (26, 35)]","[(25, 35), (26, 35)]","[(25, 35), (26, 35)]"
1734,0.75,"(5, 20)","(28, 23)","(23, 21)",0,0,0,0,0,8,8,8,8,"[(5, 21), (6, 21), (7, 21), (8, 21), (8, 22), (9, 22), (10, 22), (11, 22)]","[(5, 21), (6, 21), (7, 21), (8, 21), (8, 22), (9, 22), (10, 22), (11, 22)]","[(5, 21), (6, 21), (7, 21), (8, 21), (8, 22), (9, 22), (10, 22), (11, 22)]","[(5, 21), (6, 21), (7, 21), (8, 21), (8, 22), (9, 22), (10, 22), (11, 22)]"
1735,0.55,"(23, 6)","(20, 22)","(33, 22)",1,0,0,0,0,22,22,22,22,"[(22, 6), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (22, 10), (22, 11), (22, 12), (22, 13), (23, 13), (23, 14), (23, 15), (24, 15), (24, 16), (24, 17), (23, 17), (23, 18), (22, 18), (21, 18), (21, 19), (21, 20)]","[(22, 6), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (22, 10), (22, 11), (22, 12), (22, 13), (23, 13), (23, 14), (23, 15), (24, 15), (24, 16), (24, 17), (23, 17), (23, 18), (22, 18), (21, 18), (21, 19), (21, 20)]","[(22, 6), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (22, 10), (22, 11), (22, 12), (22, 13), (23, 13), (23, 14), (23, 15), (24, 15), (24, 16), (24, 17), (23, 17), (23, 18), (22, 18), (21, 18), (21, 19), (21, 20)]","[(22, 6), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (22, 10), (22, 11), (22, 12), (22, 13), (23, 13), (23, 14), (23, 15), (24, 15), (24, 16), (24, 17), (23, 17), (23, 18), (22, 18), (21, 18), (21, 19), (21, 20)]"
1736,0.6,"(31, 7)","(25, 14)","(22, 2)",1,1,1,1,1,13,13,13,13,"[(30, 7), (29, 7), (29, 8), (29, 9), (28, 9), (27, 9), (27, 10), (27, 11), (27, 12), (27, 13), (26, 13), (26, 14), (25, 14)]","[(30, 7), (29, 7), (29, 8), (29, 9), (28, 9), (27, 9), (27, 10), (27, 11), (27, 12), (27, 13), (26, 13), (26, 14), (25, 14)]","[(30, 7), (29, 7), (29, 8), (29, 9), (28, 9), (27, 9), (27, 10), (27, 11), (27, 12), (27, 13), (26, 13), (26, 14), (25, 14)]","[(30, 7), (29, 7), (29, 8), (29, 9), (28, 9), (27, 9), (27, 10), (27, 11), (27, 12), (27, 13), (27, 14), (26, 14), (25, 14)]"
1737,0.15,"(5, 34)","(8, 22)","(27, 39)",1,1,1,1,1,21,21,21,21,"[(5, 33), (6, 33), (7, 33), (8, 33), (9, 33), (10, 33), (10, 32), (10, 31), (10, 30), (11, 30), (11, 29), (11, 28), (10, 28), (10, 27), (10, 26), (9, 26), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22)]","[(5, 33), (6, 33), (7, 33), (8, 33), (9, 33), (10, 33), (10, 32), (10, 31), (10, 30), (11, 30), (11, 29), (11, 28), (10, 28), (10, 27), (10, 26), (9, 26), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22)]","[(5, 33), (6, 33), (7, 33), (8, 33), (9, 33), (10, 33), (10, 32), (10, 31), (10, 30), (11, 30), (11, 29), (11, 28), (10, 28), (10, 27), (10, 26), (9, 26), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22)]","[(5, 33), (6, 33), (7, 33), (8, 33), (9, 33), (10, 33), (10, 32), (10, 31), (10, 30), (11, 30), (11, 29), (11, 28), (10, 28), (10, 27), (10, 26), (9, 26), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22)]"
1738,0.3,"(16, 2)","(26, 10)","(11, 22)",1,1,1,1,1,24,24,24,24,"[(15, 2), (15, 3), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (16, 8), (17, 8), (17, 9), (18, 9), (19, 9), (19, 8), (19, 7), (20, 7), (21, 7), (21, 8), (22, 8), (23, 8), (23, 9), (24, 9), (24, 10), (25, 10), (26, 10)]","[(15, 2), (15, 3), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (16, 8), (17, 8), (17, 9), (18, 9), (19, 9), (19, 8), (19, 7), (20, 7), (21, 7), (21, 8), (22, 8), (23, 8), (23, 9), (24, 9), (24, 10), (25, 10), (26, 10)]","[(15, 2), (15, 3), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (16, 8), (17, 8), (17, 9), (18, 9), (19, 9), (19, 8), (19, 7), (20, 7), (21, 7), (21, 8), (22, 8), (23, 8), (23, 9), (24, 9), (24, 10), (25, 10), (26, 10)]","[(15, 2), (15, 3), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (17, 8), (17, 9), (18, 9), (19, 9), (19, 8), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (24, 7), (24, 8), (24, 9), (24, 10), (25, 10), (26, 10)]"
1739,0.05,"(27, 27)","(12, 29)","(39, 1)",1,1,1,1,1,35,35,35,35,"[(26, 27), (26, 28), (25, 28), (24, 28), (23, 28), (22, 28), (21, 28), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34), (21, 35), (21, 36), (20, 36), (19, 36), (19, 37), (19, 38), (18, 38), (17, 38), (16, 38), (15, 38), (15, 37), (15, 36), (14, 36), (14, 35), (14, 34), (13, 34), (12, 34), (12, 33), (12, 32), (12, 31), (12, 30), (12, 29)]","[(26, 27), (26, 28), (25, 28), (24, 28), (23, 28), (22, 28), (21, 28), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34), (21, 35), (21, 36), (20, 36), (19, 36), (19, 37), (19, 38), (18, 38), (17, 38), (16, 38), (15, 38), (15, 37), (15, 36), (14, 36), (14, 35), (14, 34), (13, 34), (12, 34), (12, 33), (12, 32), (12, 31), (12, 30), (12, 29)]","[(26, 27), (26, 28), (25, 28), (24, 28), (23, 28), (22, 28), (21, 28), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34), (21, 35), (21, 36), (20, 36), (19, 36), (19, 37), (19, 38), (18, 38), (17, 38), (16, 38), (15, 38), (15, 37), (15, 36), (14, 36), (14, 35), (14, 34), (13, 34), (12, 34), (12, 33), (12, 32), (12, 31), (12, 30), (12, 29)]","[(26, 27), (26, 28), (25, 28), (24, 28), (23, 28), (22, 28), (21, 28), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34), (21, 35), (21, 36), (20, 36), (19, 36), (19, 37), (19, 38), (18, 38), (17, 38), (16, 38), (15, 38), (15, 37), (15, 36), (14, 36), (14, 35), (14, 34), (13, 34), (12, 34), (12, 33), (12, 32), (12, 31), (12, 30), (12, 29)]"
1740,0.65,"(39, 7)","(12, 19)","(37, 12)",1,1,1,1,1,41,41,41,43,"[(38, 7), (37, 7), (37, 8), (36, 8), (35, 8), (34, 8), (33, 8), (32, 8), (32, 9), (31, 9), (30, 9), (29, 9), (28, 9), (27, 9), (26, 9), (26, 10), (26, 11), (25, 11), (25, 12), (24, 12), (23, 12), (22, 12), (21, 12), (20, 12), (19, 12), (18, 12), (17, 12), (16, 12), (16, 13), (15, 13), (14, 13), (13, 13), (13, 14), (12, 14), (12, 15), (12, 16), (11, 16), (11, 17), (11, 18), (12, 18), (12, 19)]","[(38, 7), (37, 7), (37, 8), (36, 8), (35, 8), (34, 8), (33, 8), (32, 8), (32, 9), (31, 9), (30, 9), (29, 9), (28, 9), (27, 9), (26, 9), (26, 10), (26, 11), (25, 11), (25, 12), (24, 12), (23, 12), (22, 12), (21, 12), (20, 12), (19, 12), (18, 12), (17, 12), (16, 12), (16, 13), (15, 13), (14, 13), (13, 13), (13, 14), (12, 14), (12, 15), (12, 16), (11, 16), (11, 17), (11, 18), (12, 18), (12, 19)]","[(38, 7), (37, 7), (37, 8), (36, 8), (35, 8), (34, 8), (33, 8), (32, 8), (32, 9), (31, 9), (30, 9), (29, 9), (28, 9), (27, 9), (26, 9), (26, 10), (26, 11), (25, 11), (25, 12), (24, 12), (23, 12), (22, 12), (21, 12), (20, 12), (19, 12), (18, 12), (17, 12), (16, 12), (16, 13), (15, 13), (14, 13), (13, 13), (13, 14), (12, 14), (12, 15), (12, 16), (11, 16), (11, 17), (11, 18), (12, 18), (12, 19)]","[(39, 6), (38, 6), (37, 6), (36, 6), (35, 6), (34, 6), (33, 6), (32, 6), (31, 6), (31, 7), (30, 7), (29, 7), (28, 7), (27, 7), (26, 7), (25, 7), (24, 7), (23, 7), (22, 7), (22, 8), (21, 8), (20, 8), (20, 9), (19, 9), (18, 9), (17, 9), (16, 9), (15, 9), (14, 9), (13, 9), (13, 10), (13, 11), (13, 12), (13, 13), (13, 14), (12, 14), (12, 15), (12, 16), (11, 16), (11, 17), (11, 18), (12, 18), (12, 19)]"
1741,0.75,"(17, 5)","(33, 39)","(3, 12)",1,1,1,1,1,50,50,50,50,"[(17, 6), (18, 6), (19, 6), (20, 6), (20, 7), (21, 7), (22, 7), (22, 8), (22, 9), (23, 9), (23, 10), (23, 11), (23, 12), (23, 13), (23, 14), (24, 14), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 23), (26, 24), (27, 24), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29), (27, 30), (27, 31), (28, 31), (28, 32), (28, 33), (29, 33), (29, 34), (29, 35), (29, 36), (29, 37), (30, 37), (30, 38), (31, 38), (31, 39), (32, 39), (33, 39)]","[(17, 6), (18, 6), (19, 6), (20, 6), (20, 7), (21, 7), (22, 7), (22, 8), (22, 9), (23, 9), (23, 10), (23, 11), (23, 12), (23, 13), (23, 14), (24, 14), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 23), (26, 24), (27, 24), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29), (27, 30), (27, 31), (28, 31), (28, 32), (28, 33), (29, 33), (29, 34), (29, 35), (29, 36), (29, 37), (30, 37), (30, 38), (31, 38), (31, 39), (32, 39), (33, 39)]","[(17, 6), (18, 6), (19, 6), (20, 6), (20, 7), (21, 7), (22, 7), (22, 8), (22, 9), (23, 9), (23, 10), (23, 11), (23, 12), (23, 13), (23, 14), (24, 14), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 23), (26, 24), (27, 24), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29), (27, 30), (27, 31), (28, 31), (28, 32), (28, 33), (29, 33), (29, 34), (29, 35), (29, 36), (29, 37), (30, 37), (30, 38), (31, 38), (31, 39), (32, 39), (33, 39)]","[(17, 6), (18, 6), (19, 6), (20, 6), (21, 6), (21, 7), (22, 7), (22, 8), (22, 9), (23, 9), (23, 10), (23, 11), (23, 12), (23, 13), (23, 14), (24, 14), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 23), (26, 24), (27, 24), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29), (27, 30), (27, 31), (28, 31), (28, 32), (28, 33), (29, 33), (29, 34), (29, 35), (29, 36), (29, 37), (30, 37), (30, 38), (31, 38), (31, 39), (32, 39), (33, 39)]"
1742,0.3,"(11, 3)","(13, 24)","(27, 3)",1,1,1,1,1,33,33,33,33,"[(12, 3), (12, 4), (12, 5), (12, 6), (13, 6), (14, 6), (15, 6), (15, 7), (15, 8), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 12), (17, 13), (17, 14), (16, 14), (16, 15), (15, 15), (15, 16), (14, 16), (14, 17), (14, 18), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (14, 22), (14, 23), (14, 24), (13, 24)]","[(12, 3), (12, 4), (12, 5), (12, 6), (13, 6), (14, 6), (15, 6), (15, 7), (15, 8), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 12), (17, 13), (17, 14), (16, 14), (16, 15), (15, 15), (15, 16), (14, 16), (14, 17), (14, 18), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (14, 22), (14, 23), (14, 24), (13, 24)]","[(12, 3), (12, 4), (12, 5), (12, 6), (13, 6), (14, 6), (15, 6), (15, 7), (15, 8), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 12), (17, 13), (17, 14), (16, 14), (16, 15), (15, 15), (15, 16), (14, 16), (14, 17), (14, 18), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (14, 22), (14, 23), (14, 24), (13, 24)]","[(12, 3), (12, 4), (12, 5), (12, 6), (13, 6), (14, 6), (15, 6), (15, 7), (15, 8), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 12), (17, 13), (17, 14), (16, 14), (16, 15), (15, 15), (15, 16), (14, 16), (14, 17), (14, 18), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (14, 22), (14, 23), (14, 24), (13, 24)]"
1743,0.1,"(21, 19)","(28, 33)","(30, 24)",1,1,1,1,1,23,23,29,27,"[(22, 19), (22, 20), (23, 20), (23, 21), (23, 22), (24, 22), (24, 23), (25, 23), (25, 24), (25, 25), (26, 25), (27, 25), (28, 25), (29, 25), (29, 26), (29, 27), (29, 28), (29, 29), (29, 30), (28, 30), (28, 31), (28, 32), (28, 33)]","[(22, 19), (22, 20), (23, 20), (23, 21), (23, 22), (24, 22), (24, 23), (25, 23), (25, 24), (25, 25), (26, 25), (27, 25), (28, 25), (29, 25), (29, 26), (29, 27), (29, 28), (29, 29), (29, 30), (28, 30), (28, 31), (28, 32), (28, 33)]","[(22, 19), (22, 20), (23, 20), (23, 21), (23, 22), (22, 22), (21, 22), (21, 23), (20, 23), (20, 24), (20, 25), (19, 25), (19, 26), (19, 27), (19, 28), (20, 28), (21, 28), (22, 28), (22, 29), (23, 29), (23, 30), (24, 30), (25, 30), (26, 30), (27, 30), (28, 30), (28, 31), (28, 32), (28, 33)]","[(20, 19), (19, 19), (19, 20), (19, 21), (19, 22), (19, 23), (20, 23), (20, 24), (20, 25), (19, 25), (19, 26), (19, 27), (19, 28), (20, 28), (21, 28), (22, 28), (22, 29), (23, 29), (23, 30), (24, 30), (25, 30), (26, 30), (27, 30), (28, 30), (28, 31), (28, 32), (28, 33)]"
1744,0.35,"(8, 25)","(7, 28)","(5, 8)",1,1,1,1,1,8,8,8,8,"[(7, 25), (7, 26), (6, 26), (5, 26), (5, 27), (5, 28), (6, 28), (7, 28)]","[(7, 25), (7, 26), (6, 26), (5, 26), (5, 27), (5, 28), (6, 28), (7, 28)]","[(7, 25), (7, 26), (6, 26), (5, 26), (5, 27), (5, 28), (6, 28), (7, 28)]","[(7, 25), (7, 26), (6, 26), (5, 26), (5, 27), (5, 28), (6, 28), (7, 28)]"
1745,0.15,"(32, 7)","(19, 27)","(6, 7)",1,1,1,1,1,33,33,33,33,"[(31, 7), (31, 8), (31, 9), (31, 10), (30, 10), (29, 10), (29, 11), (29, 12), (29, 13), (28, 13), (27, 13), (27, 14), (27, 15), (26, 15), (25, 15), (24, 15), (23, 15), (23, 16), (22, 16), (21, 16), (20, 16), (20, 17), (20, 18), (19, 18), (19, 19), (19, 20), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (19, 26), (19, 27)]","[(31, 7), (31, 8), (31, 9), (31, 10), (30, 10), (29, 10), (29, 11), (29, 12), (29, 13), (28, 13), (27, 13), (27, 14), (27, 15), (26, 15), (25, 15), (24, 15), (23, 15), (23, 16), (22, 16), (21, 16), (20, 16), (20, 17), (20, 18), (19, 18), (19, 19), (19, 20), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (19, 26), (19, 27)]","[(31, 7), (31, 8), (31, 9), (31, 10), (30, 10), (29, 10), (29, 11), (29, 12), (29, 13), (28, 13), (27, 13), (27, 14), (27, 15), (26, 15), (25, 15), (24, 15), (23, 15), (23, 16), (22, 16), (21, 16), (20, 16), (20, 17), (20, 18), (19, 18), (19, 19), (19, 20), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (19, 26), (19, 27)]","[(32, 8), (32, 9), (32, 10), (31, 10), (31, 11), (31, 12), (31, 13), (30, 13), (29, 13), (28, 13), (27, 13), (27, 14), (27, 15), (26, 15), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (22, 17), (22, 18), (22, 19), (21, 19), (21, 20), (21, 21), (20, 21), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (19, 26), (19, 27)]"
